"GPStime","peakFreq","snr","amplitude","centralFreq","duration","bandwidth","chisq","chisqDof","confidence","id","ifo","label","imgUrl"
1228984834.563,23.115,8.199,3.93e-22,3982.484,1.500,7935.997070,0.000,0.000,0.994,"KxRAhaTGDE","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/KxRAhaTGDE.png"
1229057559.938,20.773,15.683,2.68e-21,26.215,2.250,32.233501,0.000,0.000,0.994,"f2bk9Ba2Z7","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/f2bk9Ba2Z7.png"
1229062815.188,20.773,17.427,3.35e-21,3609.992,2.500,7210.069824,0.000,0.000,0.994,"7VVKpF0d2U","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/7VVKpF0d2U.png"
1229064111.625,33.435,104.886,1.81e-21,3977.720,27.102,7945.525879,0.000,0.000,0.994,"OFpjVFtuQC","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/OFpjVFtuQC.png"
1228994268.813,21.913,18.803,1.17e-21,3982.484,2.313,7935.997070,0.000,0.000,0.994,"AxJf99ybNE","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/AxJf99ybNE.png"
1228982743.313,21.146,17.202,1.63e-21,3982.484,3.534,7935.997070,0.000,0.000,0.993,"Y0j8CsP4AW","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/Y0j8CsP4AW.png"
1229053449.063,20.046,13.352,2.50e-21,3977.241,4.206,7946.482910,0.000,0.000,0.993,"sCGYQarfi3","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/sCGYQarfi3.png"
1228994088.781,24.114,27.247,9.64e-22,3980.390,7.725,7940.185059,0.000,0.000,0.992,"TQb5h0TZ7s","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/TQb5h0TZ7s.png"
1229067841.625,10.372,14.254,8.07e-19,3979.047,6.722,7942.870605,0.000,0.000,0.992,"KXgd2feakM","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/KXgd2feakM.png"
1228992870.563,21.913,13.020,1.21e-21,26.055,2.000,16.209480,0.000,0.000,0.992,"BoejuZszNq","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/BoejuZszNq.png"
1229135236.813,20.046,15.263,1.53e-21,3977.720,2.250,7945.525879,0.000,0.000,0.992,"q9sX8Tz1ux","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/qjYZFqQhHo/q9sX8Tz1ux.png"
1228983652.281,21.803,9.671,6.96e-22,27.699,1.000,19.496170,0.000,0.000,0.992,"2RrxcLmKAG","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/2RrxcLmKAG.png"
1228976334.063,21.526,20.279,1.43e-21,3982.484,2.012,7935.997070,0.000,0.000,0.992,"eGNJR2yrQd","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/eGNJR2yrQd.png"
1229068212.313,24.384,12.732,5.91e-22,3982.484,3.539,7935.997070,0.000,0.000,0.991,"ni0WASw293","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/ni0WASw293.png"
1228994276.188,21.913,19.137,1.20e-21,3688.572,2.250,7365.093262,0.000,0.000,0.991,"EfN5Zs7z7q","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/EfN5Zs7z7q.png"
1229135012.188,23.115,25.080,1.02e-21,3978.302,7.306,7944.360840,0.000,0.000,0.990,"32pzojKyPb","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/qjYZFqQhHo/32pzojKyPb.png"
1229061549.938,20.406,12.768,3.00e-21,3977.241,2.756,7946.482910,0.000,0.000,0.990,"tAB8AOqOCq","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/tAB8AOqOCq.png"
1228993290.281,21.803,15.099,1.35e-21,3982.484,2.545,7935.997070,0.000,0.000,0.990,"kCm8M0X9Kz","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/kCm8M0X9Kz.png"
1228986593.531,21.083,16.111,1.47e-21,3982.484,2.005,7935.997070,0.000,0.000,0.990,"ypDhDHZDcy","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/ypDhDHZDcy.png"
1229052869.063,22.306,33.435,2.40e-21,3977.720,7.750,7945.525879,0.000,0.000,0.989,"J9qWucB9bB","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/J9qWucB9bB.png"
1229134229.563,19.692,13.467,1.44e-21,3977.241,7.291,7946.482910,0.000,0.000,0.989,"KVPuCEyb0e","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/qjYZFqQhHo/KVPuCEyb0e.png"
1229061626.063,21.146,22.306,2.35e-21,3977.982,5.000,7945.000488,0.000,0.000,0.989,"RKki4LKs6G","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/RKki4LKs6G.png"
1229059117.625,28.469,90.501,2.07e-21,3977.720,19.002,7945.525879,0.000,0.000,0.989,"iYDB3NgpJu","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/iYDB3NgpJu.png"
1229133791.781,24.938,17.376,5.73e-22,3979.801,2.994,7941.364258,0.000,0.000,0.989,"1AHgybGgAC","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/qjYZFqQhHo/1AHgybGgAC.png"
1229061084.688,20.773,20.965,2.69e-21,3977.491,3.000,7945.982910,0.000,0.000,0.989,"8WCa5CAeqa","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/8WCa5CAeqa.png"
1229133269.984,22.047,10.019,4.87e-22,24.323,1.500,19.674629,0.000,0.000,0.989,"NQQkoF8k8q","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/qjYZFqQhHo/NQQkoF8k8q.png"
1228983860.563,24.822,38.908,1.26e-21,3977.982,5.646,7945.000488,0.000,0.000,0.988,"gBSjtklhpE","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/gBSjtklhpE.png"
1229053174.563,20.046,12.744,3.04e-21,3982.484,2.102,7935.997070,0.000,0.000,0.988,"HUDjTaYOEa","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/HUDjTaYOEa.png"
1228978747.641,22.644,14.025,7.01e-22,3980.474,3.205,7940.018066,0.000,0.000,0.988,"8sJBI4FrDV","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/8sJBI4FrDV.png"
1228983967.531,20.387,15.464,1.56e-21,3982.484,2.005,7935.997070,0.000,0.000,0.987,"RGCjISnp99","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/RGCjISnp99.png"
1229055971.688,29.661,72.774,2.00e-21,3977.720,20.833,7945.525879,0.000,0.000,0.987,"1RZB6He3eU","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/1RZB6He3eU.png"
1228985280.063,32.423,89.618,1.22e-21,3978.308,6.473,7944.349609,0.000,0.000,0.987,"bkhSswwnhQ","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/bkhSswwnhQ.png"
1228973720.063,22.306,21.941,1.34e-21,3977.720,7.087,7945.525879,0.000,0.000,0.987,"VydG9IBhFI","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/VydG9IBhFI.png"
1229059352.875,30.417,96.744,2.14e-21,3977.720,24.000,7945.525879,0.000,0.000,0.987,"v8ftFrM4pO","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/v8ftFrM4pO.png"
1229140904.563,21.526,22.932,1.39e-21,3978.313,6.000,7944.340332,0.000,0.000,0.986,"jk2SQJXOyM","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/qjYZFqQhHo/jk2SQJXOyM.png"
1228977508.938,20.046,10.256,1.41e-21,3361.935,1.250,6687.967285,0.000,0.000,0.986,"kDwuQ3TTjo","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/kDwuQ3TTjo.png"
1228992444.844,21.083,13.180,1.47e-21,1610.644,2.218,3192.316650,0.000,0.000,0.985,"2KJNH9VIPL","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/2KJNH9VIPL.png"
1228989151.125,21.234,11.285,1.05e-21,3979.780,2.251,7941.405273,0.000,0.000,0.983,"JzhPHsDAiX","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/JzhPHsDAiX.png"
1228993021.188,23.115,21.189,9.85e-22,3977.720,7.400,7945.525879,0.000,0.000,0.983,"PydUJbAdmc","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/PydUJbAdmc.png"
1229053152.938,19.063,9.093,2.76e-21,3876.124,6.174,7743.248535,0.000,0.000,0.982,"uXlebXUPaL","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/uXlebXUPaL.png"
1228992733.438,19.692,7.750,1.60e-21,3977.241,1.309,7946.482910,0.000,0.000,0.982,"h0v2SFNAOE","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/h0v2SFNAOE.png"
1228980470.969,24.938,27.194,8.38e-22,3982.484,3.169,7935.997070,0.000,0.000,0.981,"Zh6lz97U4C","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/Zh6lz97U4C.png"
1228990102.063,20.773,13.891,1.60e-21,3483.281,1.750,6958.563477,0.000,0.000,0.981,"KFFi9eLzIp","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/KFFi9eLzIp.png"
1229062490.063,20.406,16.001,3.47e-21,3903.600,2.750,7795.812500,0.000,0.000,0.981,"cD2TD9nZvE","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/cD2TD9nZvE.png"
1229062938.063,24.384,17.636,7.71e-22,3905.587,2.500,7791.837891,0.000,0.000,0.981,"ZnpxJIBsCA","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/ZnpxJIBsCA.png"
1228978888.188,21.146,14.177,1.25e-21,3980.028,2.170,7940.909668,0.000,0.000,0.981,"wNuGE3CnRX","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/wNuGE3CnRX.png"
1229141514.438,20.406,15.431,1.28e-21,23.166,2.750,38.331799,0.000,0.000,0.981,"LG7hW19F2w","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/qjYZFqQhHo/LG7hW19F2w.png"
1228984492.563,25.268,52.929,1.37e-21,3796.751,3.204,7573.017578,0.000,0.000,0.980,"aQe9SRTqBZ","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/aQe9SRTqBZ.png"
1229067466.375,10.189,9.611,6.58e-19,3809.301,3.000,7603.377441,0.000,0.000,0.980,"ncWK6Esi52","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/ncWK6Esi52.png"
1228993941.063,21.913,19.559,1.22e-21,3982.484,4.009,7935.997070,0.000,0.000,0.980,"TjkWOZosai","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/TjkWOZosai.png"
1229053641.281,21.083,18.404,2.14e-21,3977.982,2.250,7945.000488,0.000,0.000,0.980,"P40FHyWlGW","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/P40FHyWlGW.png"
1229061622.313,20.773,9.633,1.79e-21,3978.040,1.500,7944.886719,0.000,0.000,0.979,"YqrA9zEEjU","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/YqrA9zEEjU.png"
1228990271.188,19.344,12.556,2.10e-21,3982.484,3.672,7935.997070,0.000,0.000,0.979,"Bxe8xw8BVY","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/Bxe8xw8BVY.png"
1228992109.813,28.623,52.346,1.16e-21,3979.958,3.040,7941.049805,0.000,0.000,0.979,"GaRfwtGC2g","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/GaRfwtGC2g.png"
1228983849.563,21.913,15.919,9.74e-22,3979.801,2.605,7941.364258,0.000,0.000,0.979,"OZmRCaEwbn","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/OZmRCaEwbn.png"
1229067023.313,23.115,7.768,5.48e-22,3704.955,0.750,7374.007813,0.000,0.000,0.978,"ancimgmKn1","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/ancimgmKn1.png"
1229065958.188,20.773,12.112,2.73e-21,3404.973,5.000,6794.723145,0.000,0.000,0.978,"0axEoYauOX","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/0axEoYauOX.png"
1229062436.688,33.005,111.517,1.96e-21,3876.353,32.500,7742.791016,0.000,0.000,0.978,"wCFI1Dr23o","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/wCFI1Dr23o.png"
1228987976.688,29.661,71.309,1.42e-21,3977.491,4.099,7945.982910,0.000,0.000,0.977,"xy793FQgEE","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/xy793FQgEE.png"
1228982073.188,19.714,10.465,1.78e-21,3979.242,3.500,7942.480469,0.000,0.000,0.977,"aOdLoeTCzK","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/aOdLoeTCzK.png"
1228989219.594,20.387,9.380,1.19e-21,3977.720,6.393,7945.525879,0.000,0.000,0.977,"KF6hwtZBRM","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/KF6hwtZBRM.png"
1228989405.063,20.773,16.783,1.73e-21,24.323,2.000,19.674629,0.000,0.000,0.977,"s8QIqWIhUJ","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/s8QIqWIhUJ.png"
1228992242.813,21.526,16.703,1.70e-21,3978.254,11.000,7944.458008,0.000,0.000,0.976,"z4N1TxSspT","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/z4N1TxSspT.png"
1229140987.656,24.938,25.571,8.51e-22,3982.484,3.129,7935.997070,0.000,0.000,0.976,"nN2R5l4eJa","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/qjYZFqQhHo/nN2R5l4eJa.png"
1229053170.813,20.773,14.444,2.37e-21,1601.269,2.000,3182.340820,0.000,0.000,0.976,"x1IsmKXopm","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/x1IsmKXopm.png"
1229053520.938,21.526,17.170,1.93e-21,3876.353,3.000,7742.791016,0.000,0.000,0.976,"W1ITbF6oxc","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/W1ITbF6oxc.png"
1229135245.688,22.707,12.126,5.66e-22,3942.641,3.500,7866.002930,0.000,0.000,0.976,"ViiEqnOOMJ","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/qjYZFqQhHo/ViiEqnOOMJ.png"
1229058736.813,20.046,16.177,3.04e-21,3977.720,2.500,7945.525879,0.000,0.000,0.976,"D6BtysFqFB","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/D6BtysFqFB.png"
1228970305.438,21.526,17.712,1.26e-21,3982.484,2.119,7935.997070,0.000,0.000,0.975,"R8QR58sICY","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/R8QR58sICY.png"
1229054047.438,30.736,100.098,1.78e-21,3977.482,20.000,7946.001953,0.000,0.000,0.975,"dWlcIGGybt","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/dWlcIGGybt.png"
1229057539.563,21.526,33.601,2.98e-21,3978.040,8.250,7944.886719,0.000,0.000,0.975,"8NbNTlzCMW","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/8NbNTlzCMW.png"
1228978899.656,21.803,20.147,1.25e-21,3977.241,2.000,7946.482910,0.000,0.000,0.975,"Hp4iP76Gdl","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/Hp4iP76Gdl.png"
1229054768.438,21.526,19.759,1.93e-21,3977.720,5.000,7945.525879,0.000,0.000,0.975,"KGBxeBg87D","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/KGBxeBg87D.png"
1228992128.063,23.115,26.631,1.18e-21,3982.484,3.386,7935.997070,0.000,0.000,0.975,"gRfl143yhr","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/gRfl143yhr.png"
1229057603.188,19.692,10.814,2.89e-21,24.323,1.000,19.674629,0.000,0.000,0.975,"jzYxhc8GwF","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/jzYxhc8GwF.png"
1228985276.438,21.526,18.312,1.31e-21,3763.181,2.500,7497.390625,0.000,0.000,0.974,"4Fx0uYGsoV","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/4Fx0uYGsoV.png"
1229060360.938,20.406,12.729,2.50e-21,3978.135,3.094,7944.695313,0.000,0.000,0.974,"mmVhEEIdQf","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/mmVhEEIdQf.png"
1229068045.813,10.416,14.575,9.76e-19,3979.047,4.489,7942.870605,0.000,0.000,0.974,"cwCEun0rPm","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/cwCEun0rPm.png"
1228968789.813,20.046,10.959,1.34e-21,3982.484,1.500,7935.997070,0.000,0.000,0.973,"Kh9uP3cnCD","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/Kh9uP3cnCD.png"
1229059977.188,21.526,27.300,2.84e-21,28.409,2.500,27.846210,0.000,0.000,0.972,"5EqC9ejCKD","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/XbrzDBIhP7/5EqC9ejCKD.png"
1228991265.813,21.526,22.407,1.64e-21,3980.363,2.500,7940.240723,0.000,0.000,0.971,"uhtXuZK7gy","L1","Scattered_Light","https://ldas-jobs.ligo-la.caltech.edu/~gravityspy/O3/ER13/9avBuCi9L4/uhtXuZK7gy.png"
